title,description,genre,type,poster_url,predicted_emotions,tone_tags
Holy Camp!,"In this musical comedy, two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns.","Comedies, Dramas, Faith & Spirituality",Movie,https://image.tmdb.org/t/p/w500/4NYZ2KRvyhKoPGnjGEdVz5V6zcl.jpg,"['joy', 'love']","['Uplifting', 'Gentle Humor', 'Warm Nostalgia', 'Bittersweet', 'Wholesome']"
A Futile and Stupid Gesture,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",Comedies,Movie,https://image.tmdb.org/t/p/w500/kyHBeRgbbhs7kVrZYblVj9u2Xbd.jpg,[],[]
Fakkah Fuzz: Almost Banned,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.,Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/e4zruRZ49WuZRDfzvPwCZ42IEvO.jpg,['neutral'],[]
Mau Nieto: Viviendo sobrioâ¦ desde el bar,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober.",Stand-Up Comedy,Movie,,['neutral'],[]
SebastiÃ¡n Marcelo Wainraich,"Argentine comedian SebastiÃ¡n Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings.",Stand-Up Comedy,Movie,,[],[]
The Adventures of Puss in Boots,"The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/uHpUlyWCqXXUDY7zekQdJmf6QkP.jpg,"['admiration', 'joy']","['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Acts of Vengeance,"Devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/8dzAMMqEubPItk8EXrUXe0wyuzn.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
Prison Playbook,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.","International TV Shows, Korean TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/oxNL8vS9LkVeHx09yDAY7HkEtdK.jpg,['neutral'],[]
Ricardo Quevedo: Hay gente asÃ­,"Droll comic Ricardo Quevedo hits BogotÃ¡ with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more.",Stand-Up Comedy,Movie,,"['fear', 'neutral']",[]
Todd Glass: Act Happy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/eEJOhyYpHBxIqeiXi1j44WLWchE.jpg,['neutral'],[]
Countdown to Death: Pablo Escobar,"Through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life.","Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/X0aTsWQ2OWWn3oQiE3CAT2LnyQ.jpg,['neutral'],[]
The Shannara Chronicles,"After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Show,https://image.tmdb.org/t/p/w500/yzoaoBSMww5D22Kfrd2LEJumIzl.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Love and Hong Kong,The lives of five strangers become intertwined forever when a starlet filming a documentary is kidnapped on the streets of Hong Kong.,"International TV Shows, Romantic TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/fXmEUg06g36MRUQq0mdCGTxjJGA.jpg,['neutral'],[]
Harith Iskander: I Told You So,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/2A5yhcjfsSMnfhnkKWRBKOgG9Js.jpg,['neutral'],[]
Step Sisters,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",Comedies,Movie,https://image.tmdb.org/t/p/w500/9QrO9BuS93Ii2BKre0IyvkpHW8E.jpg,['neutral'],[]
The Open House,"Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them.","Horror Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/7JwdoLcbFWaeUBxKaoFulRVK8Ja.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
Bad Day for the Cut,"A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion.","Independent Movies, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/53Jh8cMCfDOI87XnPBCIiTCwN6U.jpg,['neutral'],[]
Tiempos de guerra,"In 1921, nurse trainees from Madrid's upper class open a hospital in Melilla for Rif War soldiers, finding friendship and romance while saving lives.","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",TV Show,https://image.tmdb.org/t/p/w500/7oXwd9gm6126tawe0Rqz4cDTQL0.jpg,['neutral'],[]
Arango y Sanint: RÃ­ase el show,"Colombian stand-up comedians Antonio Sanint and JuliÃ¡n Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",Stand-Up Comedy,Movie,,['neutral'],[]
Godzilla,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else.",TV Shows,TV Show,https://image.tmdb.org/t/p/w500/p24jIrJOOr3r4JcrLp6UqvkbpUG.jpg,"['anger', 'neutral']",[]
Katt Williams: Great America,"The King of underground comedy delivers unflinching riffsÂ on the American political climate, racial tensions, sex and his disdain for roast beef.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/kS3jLC7PFJ5pv9gcQtru1fzxBDE.jpg,['amusement'],['Gentle Humor']
Alibaba Aur 40 Chor,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/kCvFsOpcVjgMb00xbfD3B7wHT1H.jpg,['neutral'],[]
Pyar Ke Do Pal,"Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before.","Dramas, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/tWqO118LKDE5cAujWj2xzTeR8Sd.jpg,['neutral'],[]
Rip Tide,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia.","Children & Family Movies, Dramas, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/zQZJPhjLGxQWdxDlrtgagUa4Fak.jpg,['embarrassment'],[]
Disjointed,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,TV Comedies,TV Show,https://image.tmdb.org/t/p/w500/gMVzoGfyFNew1RTn4UaMjn3iHCT.jpg,['neutral'],[]
Milada,Politician and human rights campaigner Milada HorÃ¡kovÃ¡ battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.,"Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/zp6Cvp1VVaPz5Ort9liGtF8Z2dZ.jpg,['neutral'],[]
The Polka King,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.","Comedies, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/wJXC652ZGCnpDSn94kcucdplKYC.jpg,['neutral'],[]
The Reservoir Game,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.","Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/AvULTFBRMdy5JnWonHi5pi8uBxe.jpg,['neutral'],[]
Tom Segura: Disgraceful,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/ll5QVhDsp6MbNWWZAGXc8vFu6Y9.jpg,['neutral'],[]
Alejandro RiaÃ±o: Especial de stand up,"Colombian comedian Alejandro RiaÃ±o discusses the perks of dating a she-wolf, styles of dancing, the quirks of BogotÃ¡ men and soccer game announcers.",Stand-Up Comedy,Movie,,['neutral'],[]
The House Next Door,"In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood.","Horror Movies, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/kMfs2pF66sF5uLsZeCAcsfC2yrD.jpg,['realization'],[]
Tundukkan Playboy Itu,"Under pressure from his parents to settle down, a pleasure-seeking playboy falls for a woman who's like nobody he's ever met.","International TV Shows, Romantic TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/cUavC57X67ax88qM4vvW1Uqledq.jpg,['neutral'],[]
Episodes,"Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character.","Classic & Cult TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/yyaU6cayJQCr555VgYYETbDHu1E.jpg,['optimism'],"['Uplifting', 'Redemptive']"
Before I Wake,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.","Horror Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/sI9neTbF3ECdpf2MpC88EMGJH13.jpg,['neutral'],[]
Devilman Crybaby,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.","Anime Series, International TV Shows, TV Horror",TV Show,https://image.tmdb.org/t/p/w500/2pQ9xfgDa3L3QpoXfkNhISby2R4.jpg,['neutral'],[]
Mustang Island,"After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way.","Comedies, Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/z6O48bnz2A4xWaHlLc3gA2R7m1G.jpg,['neutral'],[]
Eve's Apple,Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.,"Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/n7p7EkSmylD3f8WcY6v9bQlCSvB.jpg,['neutral'],[]
Fullmetal Alchemist,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies.","Anime Series, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/5ZFUEOULaVml7pQuXxhpR2SmVUw.jpg,['neutral'],[]
Fullmetal Alchemist: Brotherhood,After both suffer physical damage â brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime.,"Anime Series, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/5ZFUEOULaVml7pQuXxhpR2SmVUw.jpg,['neutral'],[]
Lovesick,"In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners.","British TV Shows, International TV Shows, Romantic TV Shows",TV Show,https://image.tmdb.org/t/p/w500/pWXx3zHzIX91VWM0oJGJtisce0Q.jpg,['neutral'],[]
PokÃ©mon: Indigo League,"Explore the world of PokÃ©mon with 10-year-old Ash Ketchum and his partner, Pikachu, as they aim for Ash's ultimate goal: becoming a PokÃ©mon master.","Anime Series, Kids' TV",TV Show,,"['desire', 'optimism']","['Uplifting', 'Redemptive']"
The Frozen Dead,A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/kUzTRUCfu3RuNqmb6KEVqNFuIfv.jpg,['neutral'],[]
Dave Chappelle: Equanimity & The Bird Revelation,"Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love.","Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/eWPqGcEx6dbzRXN6orolhzSIV7s.jpg,['neutral'],[]
Fun Mom Dinner,"Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/drT9iDmZQLaADv8dPFuSR5ZqQjA.jpg,['annoyance'],[]
Goon: Last of the Enforcers,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain.","Comedies, International Movies, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/emio9KDrLXqqX4wXa4YTacBQXG.jpg,['realization'],[]
La Mante,"Decades after her capture, a serial killer offers to help solve a string of copycat murders â but only if her son, now a cop, will work by her side.","Crime TV Shows, International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/qyZtFzKozN6oiIhCwctdrJwO50b.jpg,['neutral'],[]
The Climb,A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves â and slowly becomes a media sensation.,"Action & Adventure, Comedies, Dramas",Movie,https://image.tmdb.org/t/p/w500/nQhR71wQrcV5AJ3tJj6RzWSeKVN.jpg,"['love', 'neutral']","['Wholesome', 'Warm Nostalgia']"
Wadi,"After the death of his father, a passive and good-natured teenager named Wadi struggles with family, work and love.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/cUX4Dv83IZbykCJGF8kimKlcy3l.jpg,['neutral'],[]
Bibi & Tina: Tohuwabohu Total,Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.,"Children & Family Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/eWAnBgjhONva8lSOcD8EPFzDxdR.jpg,['neutral'],[]
Mr. Roosevelt,"A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past â while staying with her ex and his new girlfriend.","Comedies, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/cm5glzIq5F3OiYw6SZbD0P8cllz.jpg,['neutral'],[]
Todd Barry: Spicy Honey,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/sdOmJ4Ha1rg9IW6Q1NlJ6xL91K8.jpg,['neutral'],[]
Part-Time Idol,"After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group.","International TV Shows, Korean TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/mFmjfQTdQtcgcwexQ9LPypbDeXQ.jpg,['neutral'],[]
Creep 2,"A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side.","Horror Movies, Independent Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/a0m7WciFnBqpcyH1Yi8i4tdvk0k.jpg,['neutral'],[]
Myths & Monsters,This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.,"British TV Shows, Docuseries",TV Show,https://image.tmdb.org/t/p/w500/vGYpXuF5uRCa0sGAlMcWpDm2MtO.jpg,"['admiration', 'neutral']",[]
72 Dangerous Animals: Latin America,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.","Docuseries, International TV Shows, Science & Nature TV",TV Show,https://image.tmdb.org/t/p/w500/xL1pkGfR2NzJhj7NJS6ZZMGARBx.jpg,['neutral'],[]
Bright,"In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war.","Action & Adventure, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg,['neutral'],[]
Desire,A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.,"Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/5XRSgP6UeLVIdBhqPhrZOAQZGyb.jpg,['neutral'],[]
48 Christmas Wishes,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.","Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/yz3BdtQuWxBvjyXqhwLCdzbTxj.jpg,['neutral'],[]
Jeremiah Tower: The Last Magnificent,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/tHWmco3DQFfdzlxIYfW2qeXVjRg.jpg,"['admiration', 'neutral']",[]
Russell Howard: Recalibrate,"Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/6XliXeE9gUKJTKgMTnyFvSmIroD.jpg,['approval'],[]
The Indian Detective,"In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.","Crime TV Shows, International TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/z46fxeWmLqxbsIPo0UoLj6Sm9OE.jpg,['neutral'],[]
"Hello, My Twenties!","With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.","International TV Shows, Korean TV Shows, Romantic TV Shows",TV Show,https://image.tmdb.org/t/p/w500/4MdSbKFGAzgFhF407e9fcZreqvm.jpg,['neutral'],[]
Cheuk Wan-Chi: Two Night Stand,Writer and stand-up comedian Cheuk Wan-chi cracks wise at the follies of single womanhood and takes on politics in Hong Kong with nuance and flair.,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/bzbu15ZjJIiNab66xxuPE2AXeja.jpg,['neutral'],[]
Christmas Inheritance,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.","Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/sqdbF40nBzS2IZVAGPxJT7loxoM.jpg,['neutral'],[]
Muramba,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in â and the possibility of reconciliation.,"Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/9QYdjmA4LBk9lT16EQGOoSvxH8a.jpg,['neutral'],[]
Pottersville,"A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town.","Comedies, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/zlQgswQ5GEklrbv8MkohQHyomZu.jpg,['neutral'],[]
Seoul Searching,Teens of Korean descent who were born and raised in other countries travel to Seoul to learn about their cultural heritage at a summer camp in 1986.,"Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/484oHzBz4ymDS5x1zvoH17DbECA.jpg,['neutral'],[]
Wormwood,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.","Crime TV Shows, Docuseries",TV Show,https://image.tmdb.org/t/p/w500/fDNeVq8JJq7BWxVuKnzQ84e88Xw.jpg,['neutral'],[]
Halt and Catch Fire,"Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues.",TV Dramas,TV Show,https://image.tmdb.org/t/p/w500/8P2hs6Ok5DvieM9N2VjDZfJ6v59.jpg,['neutral'],[]
Judd Apatow: The Return,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/h83KVdM6UMJplVA8jgXWk60Kk1Y.jpg,['amusement'],['Gentle Humor']
Dawai Asmara,"Following life-changing traumas, two girls from different backgrounds fight to discover the identities of their biological parents.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/rzbHUzYBOmQsUKFOCfkQcvgZpka.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
El Camino Christmas,"Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve.","Comedies, Dramas",Movie,https://image.tmdb.org/t/p/w500/vwMGs5w9FFokYGkBvlKZ6OmX2vO.jpg,['neutral'],[]
Jaal,"When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/8tYigbGgFvmuw8z78yjlAkvo0NK.jpg,['neutral'],[]
Shikari,"When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise.","Dramas, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/6PchxWbMFG6NzFwCcE0EYnxyYYc.jpg,['neutral'],[]
The Secret,"An assembly of writers, philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats.","Documentaries, Faith & Spirituality",Movie,https://image.tmdb.org/t/p/w500/zSoc6ql5dPmg6o7WtYnLv2DV43K.jpg,['approval'],[]
Trolls Holiday Special,"When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one.","Children & Family Movies, Comedies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/lJV03Etqdv9mJSixgIVn7dstoNc.jpg,['neutral'],[]
Craig Ferguson: Tickle Fight,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/hR7q7l5gCGjVTGOiV7bYe6RNj0m.jpg,['neutral'],[]
Jab Harry Met Sejal,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,"Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/yraJilUVLSd6BmQ4f1YtJGmcNkf.jpg,['neutral'],[]
Temple,Three unsuspecting American tourists visit a mysterious mountain shrine in Japan despite uncanny warnings from local inhabitants to stay away.,"Horror Movies, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/AjG0N5uWAWfF4HlYT2feb7tnFHo.jpg,"['realization', 'neutral']",[]
A StoryBots Christmas,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus â only to find he's missing.","Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/alPfz0S3QrN6cd7Kxf03EfSWKuf.jpg,['neutral'],[]
All Hail King Julien,"In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungleâs craziest adventures.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/tsE6Dbx7aejDDmAy4DX55YxE8pT.jpg,['excitement'],['Uplifting']
Dhia Sofea,"After discovering that she was adopted as an infant, a young woman embarks on a perilous quest to connect with her biological mother.","International TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/kjLpSsP6IaLrQwvSlkfIji2dlbh.jpg,"['approval', 'realization']",[]
DreamWorks Home: For the Holidays,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.","Children & Family Movies, Comedies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/ucl7Dk1ELoIrpkR38e9AZhgRIZz.jpg,['disappointment'],['Bittersweet']
Kantaro: The Sweet Tooth Salaryman,Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,"International TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/4zJKJ2VydZl0AbJ9oCAegeoe9UQ.jpg,['neutral'],[]
Monster Island,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/wAwyhGDOdeqeWW9OGVQfRULiSzj.jpg,"['realization', 'neutral']",[]
My Happy Family,"A middle-aged wife and mother of two shocks her traditional, multigenerational Georgian household when she announces she's going to live by herself.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/9WZunVcyXKINaRNHVY3JyB4ZJB9.jpg,['neutral'],[]
Oggy and the Cockroaches,"Wimpy blue cat Oggy would like nothing more than to snooze, but he's constantly bothered by the three ugly cockroaches who have invaded his home.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/aFAN9aKm0OblOr30ROejJCV8rGf.jpg,"['annoyance', 'neutral']",[]
Padamu Aku Bersujud,"The son of poor farmers leaves his village to seek his fortune in Kuala Lumpur, where he meets a young woman who's also trying to better her life.","International TV Shows, Romantic TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/3H26ieU3mb5KbK1AqTc62ZkVgi7.jpg,['neutral'],[]
The Worthy,"In the near future, with civilization a thing of the past, a man puts his family in peril when he reluctantly lets outsiders into his compound.","International Movies, Sci-Fi & Fantasy, Thrillers",Movie,https://image.tmdb.org/t/p/w500/fDBlIFntmminhCOaSTv3Gn0WByC.jpg,['neutral'],[]
TURN: Washington's Spies,"Set in 1778, this period drama recounts the story of Abe Woodhull, an American cabbage farmer obliged to begin spying on the British enemy.",TV Dramas,TV Show,https://image.tmdb.org/t/p/w500/AehTUycX0VSvCkOOkZzurLnjHsS.jpg,['neutral'],[]
Voyeur,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/agHt57rWI2MvteLhuCXAJtWcKYL.jpg,[],[]
Man Down,"A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad.","British TV Shows, International TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/s00xvEkk6cTuZdHPvxght2ZR3JJ.jpg,['anger'],[]
Broadchurch,"After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case.","British TV Shows, Crime TV Shows, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/2NhBFUTg5KVBmGwafxtLwVdsqrr.jpg,"['realization', 'neutral']",[]
Poster Boys,"Three men are stunned to find their faces on a poster promoting vasectomies, and must prove to their upset loved ones that they're innocent victims.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/af4kOPsj0Qhs6aXPJgNyyG6U4g0.jpg,['neutral'],[]
Cuba and the Cameraman,Emmy-winning filmmaker Jon Alpert chronicles the fortunes of three Cuban families over the course of four tumultuous decades in the nation's history.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/qaHgQmUAAsB7FzMFQZUp6MfG1r2.jpg,"['admiration', 'neutral']",[]
The Girl from the Song,"When an aspiring musician falls for a carefree college student, he follows her to the Nevada desert to declare his love to her and find himself.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/pkPhyfQzfKvQcEokZAyhYoQCC9o.jpg,"['love', 'neutral']","['Wholesome', 'Warm Nostalgia']"
The Many Faces of Ito,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,"International TV Shows, Romantic TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/1oKM9oofxyCmSE4vvligYWSJhf4.jpg,['neutral'],[]
Trailer Park Boys: Out of the Park: USA,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.","International TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/guwD8o0KwnFxqEeKMLcnNN8cnCp.jpg,['neutral'],[]
Bright: The Music Videos,"Explore the hit songs from the Will Smith film ""Bright"" in these music videos from Machine Gun Kelly, Bastille, Logic, Migos and friends.",TV Shows,TV Show,,['neutral'],[]
Argon,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.","International TV Shows, Korean TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/yDVLzyEc2TzWSRRHhit6g10jXPJ.jpg,"['approval', 'realization']",[]
