title,type,genre,tags,mood_tag,mood_tag_standard,source
Amar,Movie,"Dramas, International Movies, Romantic Movies","Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.",Happy,Happy,Netflix
Buddy Thunderstruck: The Maybe Pile,Movie,"Children & Family Movies, Comedies","Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",neutral,Neutral,Netflix
Chasing Coral,Movie,Documentaries,"Divers, scientists and photographers around the world mount an epic underwater campaign to document the disappearance of coral reefs.",neutral,Neutral,Netflix
To the Bone,Movie,"Dramas, Independent Movies","Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.",Happy,Happy,Netflix
D.L. Hughley: Clear,Movie,Stand-Up Comedy,"In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more.",joy,Happy,Netflix
Tom Segura: Completely Normal,Movie,Stand-Up Comedy,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,Happy,Happy,Netflix
Dawn of the Croods,TV Show,Kids' TV,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures.",Happy,Happy,Netflix
Degrassi: Next Class,TV Show,"International TV Shows, TV Dramas, Teen TV Shows","Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",neutral,Neutral,Netflix
Diamond Lover,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","After an accident leads to great weight loss, once-obese Mi Duo embarks on a new life working for her secret crush, diamond company CEO Xiao Liang.",Sad,Sad,Netflix
Kingâs War,TV Show,"International TV Shows, TV Dramas","In 210 B.C., during the upheaval following the death of Emperor Qin, insurgent warriors Xiang Yu and Liu Bang fight for control of the Chinese empire.",Sad,Sad,Netflix
Qin Empire: Alliance,TV Show,"International TV Shows, TV Dramas","During the Warring States period, Qin state ruler Duke Xiao recruits statesman Shang Yang to help enact bold reforms that transform western China.",neutral,Neutral,Netflix
Take Me,Movie,"Comedies, Independent Movies","With his simulated kidnapping business flagging, an entrepreneur jumps at a weekend abduction opportunity â only to find the job isn't what it seems.",fear,Anxious,Netflix
The Legend of Bruce Lee,TV Show,"International TV Shows, TV Action & Adventure, TV Dramas","The brief but spectacular career of martial arts superstar Bruce Lee is recounted in this drama, starring Danny Chan as the enigmatic and driven Lee.",neutral,Neutral,Netflix
10 jours en or,Movie,"Comedies, Dramas, International Movies","When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",joy,Happy,Netflix
46,TV Show,"International TV Shows, TV Dramas, TV Mysteries","A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",surprise,Excited,Netflix
A 2nd Chance,Movie,"Children & Family Movies, Dramas, Sports Movies","A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.",neutral,Neutral,Netflix
Against the Tide,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,disgust,Stressed,Netflix
Amrapali,Movie,"Dramas, International Movies, Music & Musicals","In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves.",Happy,Happy,Netflix
Barbie Life in the Dreamhouse,TV Show,"Kids' TV, TV Comedies",Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.,Excited,Excited,Netflix
Breakout,TV Show,"International TV Shows, TV Dramas","After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",Sad,Sad,Netflix
Hans Teeuwen: Real Rancour,Movie,Stand-Up Comedy,"Comedian Hans Teeuwen rebels against political correctness, proclaims himself Britain's moral leader and takes on Donald Trump.",neutral,Neutral,Netflix
Intersection,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","Two wealthy businessmen with car obsessions cross paths with an idealist pediatrician. Love enters the equation, and their lives change for good.",Happy,Happy,Netflix
Lal Patthar,Movie,"Classic Movies, Dramas, International Movies","A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.",Happy,Happy,Netflix
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,TV Show,"British TV Shows, Kids' TV","Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more.",neutral,Neutral,Netflix
Liar's Dice,Movie,"Dramas, Independent Movies, International Movies",A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.,disgust,Stressed,Netflix
Mystic Whispers,TV Show,"International TV Shows, TV Dramas, TV Horror","After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them.",fear,Anxious,Netflix
Professor,Movie,"Comedies, Dramas, International Movies",A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,disgust,Stressed,Netflix
Spice Up,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas",A spoiled young woman steps in to save her familyâs restaurant with her cooking and tasting skills while balancing her complicated love life.,Happy,Happy,Netflix
The Invisible Guest,Movie,"International Movies, Thrillers","After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect.",Happy,Happy,Netflix
The Oath,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","Two doctors with opposite approaches to treating patients clash on the job and must learn to trust each other's expertise, allowing love to bloom.",Happy,Happy,Netflix
The Truth Seekers,TV Show,"Crime TV Shows, International TV Shows, TV Dramas","A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.",sadness,Sad,Netflix
The Ultimatum,TV Show,"International TV Shows, TV Dramas","Love and intrigue swirl around two women â one a champion of human rights, the other an ambitious businesswoman â who were switched at birth.",Happy,Happy,Netflix
Unriddle,TV Show,"Crime TV Shows, International TV Shows, TV Dramas","When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",neutral,Neutral,Netflix
World at Your Feet,TV Show,"International TV Shows, TV Dramas","A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope.",Happy,Happy,Netflix
Yaar Gaddar,Movie,"Dramas, International Movies","When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling â dead or alive.",sadness,Sad,Netflix
Yes We Can!,TV Show,"International TV Shows, TV Dramas","When a frustrated businessman starts his own firm, it soon morphs into a way to help senior citizens refresh their dying traditional trades.",neutral,Neutral,Netflix
Yours Fatefully,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies","Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love.",Happy,Happy,Netflix
Zipi & Zape y la Isla del Capitan,Movie,"Children & Family Movies, Comedies","At Christmas, Zip and Zap take a trip with their parents to a remote island, where a friendly woman runs a children's home and mystery awaits.",Anxious,Anxious,Netflix
Criminal Minds,TV Show,"Crime TV Shows, TV Dramas, TV Mysteries",This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.,disgust,Stressed,Netflix
Gypsy,TV Show,TV Dramas,Therapist Jean Holloway develops dangerous and intimate relationships with the people in her patients' lives in this simmering psychological thriller.,Tense,Stressed,Netflix
Little Witch Academia,TV Show,"Anime Series, International TV Shows","Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success.",neutral,Neutral,Netflix
Okja,Movie,"Action & Adventure, Comedies, Dramas","A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics.",anger,Stressed,Netflix
Chris D'Elia: Man on Fire,Movie,Stand-Up Comedy,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",neutral,Neutral,Netflix
I Am Michael,Movie,"Dramas, LGBTQ Movies",Gay activist Michael Glatze begins a painful journey when he decides to renounce his sexuality for his religion in this drama based on true story.,sadness,Sad,Netflix
Nobody Speak: Trials of the Free Press,Movie,Documentaries,"Hulk Hogan's court case against Gawker Media sheds light on wealthy, powerful figures who challenge freedom of the press in order to silence critics.",anger,Stressed,Netflix
You Get Me,Movie,"Dramas, Thrillers","After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.",fear,Anxious,Netflix
Dangal,Movie,"Dramas, International Movies, Sports Movies",A once-promising wrestler pursues the gold medal he never won by training two of his daughters to compete at the Commonwealth Games.,sadness,Sad,Netflix
Young & Hungry,TV Show,TV Comedies,"A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.",neutral,Neutral,Netflix
Pac-Man and the Ghostly Adventures,TV Show,"Kids' TV, TV Comedies",Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.,fear,Anxious,Netflix
Puss in Book: Trapped in an Epic Tale,Movie,"Children & Family Movies, Comedies","After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",Excited,Excited,Netflix
Rory Scovel Tries Stand-Up for the First Time,Movie,Stand-Up Comedy,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",neutral,Neutral,Netflix
Aquarius,TV Show,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",disgust,Stressed,Netflix
Counterpunch,Movie,"Documentaries, Sports Movies","As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions.",neutral,Neutral,Netflix
What the Health,Movie,Documentaries,"This film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries.",neutral,Neutral,Netflix
World of Winx,TV Show,Kids' TV,"The reality show ""WOW!"" engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids' dreams come true.",surprise,Excited,Netflix
Kanavu Variyam,Movie,"Comedies, Dramas, International Movies","Despite doubts from fellow villagers who think heâs crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis.",neutral,Neutral,Netflix
Marco Luque: Tamo Junto,Movie,Stand-Up Comedy,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.",Happy,Happy,Netflix
The Russian Revolution,Movie,Documentaries,"Starting in 1881, this film describes how the personal battle between the royal Romanovs and Lenin's Ulyanov family led to the Russian Revolution.",neutral,Neutral,Netflix
"Oh, Hello On Broadway",Movie,Stand-Up Comedy,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",Happy,Happy,Netflix
28 Moons,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows","When her fiancÃ© acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.",fear,Anxious,Netflix
Magic Phone,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows","When an ordinary guy crosses paths 15 years later with his childhood sweetheart, now an actress, a magic cellphone allows him to be her protector.",neutral,Neutral,Netflix
Man to Man,TV Show,"Crime TV Shows, International TV Shows, Korean TV Shows","Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",disgust,Stressed,Netflix
My Little Baby,TV Show,"Crime TV Shows, International TV Shows, Korean TV Shows",A top detective in the violent crimes unit becomes the sole guardian of his 6-month-old niece when his sister and her husband pass away unexpectedly.,sadness,Sad,Netflix
Singles Villa,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.",Happy,Happy,Netflix
Under the Black Moonlight,TV Show,"International TV Shows, Korean TV Shows, TV Dramas",A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.,Sad,Sad,Netflix
My Only Love Song,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows","When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.",disgust,Stressed,Netflix
Shimmer Lake,Movie,"Dramas, Independent Movies, Thrillers","Unfolding in reverse time, this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects, one of whom is his brother.",Tense,Stressed,Netflix
The Wishing Tree,Movie,"Children & Family Movies, Dramas, Music & Musicals",Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.,neutral,Neutral,Netflix
Headshot,Movie,"Action & Adventure, International Movies","When a young man wakes from a coma, memories of brutal violence begin to surface, putting his life â and that of his doctor â in jeopardy.",fear,Anxious,Netflix
1898: Our Last Men in the Philippines,Movie,"Dramas, International Movies","While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents.",disgust,Stressed,Netflix
Crashing,TV Show,"British TV Shows, International TV Shows, Romantic TV Shows","In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues.",joy,Happy,Netflix
Flaked,TV Show,"TV Comedies, TV Dramas","In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",neutral,Neutral,Netflix
Lucid Dream,Movie,"International Movies, Sci-Fi & Fantasy, Thrillers","After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.",sadness,Sad,Netflix
Aashik Awara,Movie,"Dramas, International Movies, Music & Musicals","Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths.",Happy,Happy,Netflix
Amelia: A Tale of Two Sisters,Movie,Documentaries,"Eight decades after her disappearance, Amelia Earhart's incredible accomplishments are still celebrated, thanks in large part to her sister Muriel.",joy,Happy,Netflix
Catfight,Movie,"Comedies, Independent Movies",Two college frenemies whose lives aren't what they hoped meet up decades later and escalate their resentments from verbal jabs to bloody brawls.,anger,Stressed,Netflix
How to Stage a Coup,Movie,Documentaries,"Explore how Caesar, Napoleon, Mussolini, Hitler and modern-day dictators consolidated their considerable power through bold and brazen coups.",neutral,Neutral,Netflix
Jackie: A Tale of Two Sisters,Movie,Documentaries,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill.",neutral,Neutral,Netflix
Lens,Movie,"Dramas, Independent Movies, International Movies","Addicted to webcams and voyeurism, a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide.",disgust,Stressed,Netflix
Little Boxes,Movie,"Comedies, Dramas, Independent Movies","After moving from New York City to a small town in Washington state, an interracial couple and their preteen son struggle to adjust to their new life.",sadness,Sad,Netflix
Love.com,Movie,"Comedies, International Movies, Romantic Movies","When a fashion blogger falls for a video game vlogger, their romance goes viral. But separating their virtual life from reality gets complicated.",neutral,Neutral,Netflix
Maya Memsaab,Movie,"Dramas, International Movies, Music & Musicals","A beautiful, wealthy womanâs insatiable appetite for romance leads to tragedy and a police investigation.",Sad,Sad,Netflix
Michael Lost and Found,Movie,"Documentaries, International Movies, LGBTQ Movies","Benjie Nycum travels to Wyoming to visit his ex-lover, Michael Glatze, a former gay activist who now lives with his wife and works as a church pastor.",Happy,Happy,Netflix
Mind Game,TV Show,"Crime TV Shows, International TV Shows, TV Dramas","With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",neutral,Neutral,Netflix
Miniforce,TV Show,"Kids' TV, Korean TV Shows",Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.,disgust,Stressed,Netflix
Off Camera,TV Show,Stand-Up Comedy & Talk Shows,"Photographer, writer and director Sam Jones sets his famous guests at ease with his freewheeling, insightful celebrity interviews without agendas.",neutral,Neutral,Netflix
Oh Darling Yeh Hai India,Movie,"Action & Adventure, Comedies, International Movies",A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.,sadness,Sad,Netflix
Prince,Movie,"Dramas, International Movies, Romantic Movies","To better himself, a spoiled prince temporarily assumes a commonerâs identity. But he soon learns his palace has been gifted to his fatherâs new wife.",neutral,Neutral,Netflix
Qila,Movie,"Dramas, International Movies","When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.",anger,Stressed,Netflix
Smoke & Mirrors,Movie,"Dramas, International Movies, Thrillers","Betrayed by the Spanish government he once served, a former secret agent plots to steal millions of dollars embezzled by a corrupt public official.",disgust,Stressed,Netflix
The Day Will Come,TV Show,"International TV Shows, TV Dramas","In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back.",disgust,Stressed,Netflix
The Dream Job,TV Show,"International TV Shows, TV Dramas","A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs.",neutral,Neutral,Netflix
The Mitfords: A Tale of Two Sisters,Movie,Documentaries,Jessica and Diana were sisters who were separated by just a few years in age. But their political ideologies couldn't have been any farther apart.,neutral,Neutral,Netflix
Without Gorky,Movie,Documentaries,"A filmmaker trains the camera on her own family as she examines the impact her grandfather, troubled artist Arshile Gorky, had on three generations.",sadness,Sad,Netflix
Sarah Silverman A Speck of Dust,Movie,Stand-Up Comedy,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",Happy,Happy,Netflix
Rangoon,Movie,"Action & Adventure, Dramas, International Movies","During World War II, daredevil star Miss Julia entertains soldiers at the Indo-Burma border, where she's caught up in a web of love and deceit.",Happy,Happy,Netflix
Bloodline,TV Show,"TV Dramas, TV Mysteries, TV Thrillers","When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test.",Tense,Stressed,Netflix
Joshua: Teenager vs. Superpower,Movie,Documentaries,"Mobilized by teenage activist Joshua Wong, young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China.",neutral,Neutral,Netflix
Raees,Movie,"Action & Adventure, Dramas, International Movies","After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980s, he tries to balance his life of crime with helping his people.",disgust,Stressed,Netflix
War Machine,Movie,"Comedies, Dramas","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.",disgust,Stressed,Netflix
ArÃ¨s,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.,fear,Anxious,Netflix
Hasan Minhaj: Homecoming King,Movie,Stand-Up Comedy,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.",fear,Anxious,Netflix
BLAME!,Movie,"Action & Adventure, Anime Features, International Movies","Inside a vast, self-replicating city bent on eliminating all life, mysterious loner Killy emerges to guide a remnant of humanity desperate to survive.",neutral,Neutral,Netflix
Highland: Thailand's Marijuana Awakening,TV Show,"Docuseries, International TV Shows","Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",neutral,Neutral,Netflix
Laerte-se,Movie,"Documentaries, International Movies, LGBTQ Movies","After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman.",neutral,Neutral,Netflix
The Keepers,TV Show,"Crime TV Shows, Docuseries, TV Mysteries",This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,disgust,Stressed,Netflix
Tracy Morgan: Staying Alive,Movie,Stand-Up Comedy,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",Tense,Stressed,Netflix
Chamatkar,Movie,"Comedies, International Movies, Sci-Fi & Fantasy","A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other.",disgust,Stressed,Netflix
Kabhi Haan Kabhi Naa,Movie,"Comedies, Dramas, International Movies",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,Happy,Happy,Netflix
Lovesong,Movie,"Dramas, Independent Movies, Romantic Movies","Best friends Sarah and Mindy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.",joy,Happy,Netflix
Natascha Kampusch: The Whole Story,Movie,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.,Tense,Stressed,Netflix
Ram Jaane,Movie,"Dramas, International Movies, Music & Musicals","Two boyhood pals â one righteous, the other a criminal â take very different paths to adulthood. Their love for the same woman may prove disastrous.",Happy,Happy,Netflix
The Devil's Mistress,Movie,"Dramas, International Movies","Before the dawn of World War II, an ambitious actress pursues her dreams in Berlin. But her plans derail when she becomes Joseph Goebbelsâ mistress.",sadness,Sad,Netflix
Wild Oats,Movie,Comedies,"When insurance accidentally pays her millions, retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives.",Excited,Excited,Netflix
All Hail King Julien: Exiled,TV Show,"Kids' TV, TV Action & Adventure, TV Comedies","Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",neutral,Neutral,Netflix
Get Me Roger Stone,Movie,Documentaries,"Examine the rise, fall and rebirth of political operative Roger Stone, who's been an influential member of Team Trump for decades.",neutral,Neutral,Netflix
Mindhorn,Movie,"Comedies, Cult Movies, Independent Movies","When a twisted killer tells the police he'll only speak to a fictional 1980s TV detective, the washed-up actor who played him takes the gig.",disgust,Stressed,Netflix
Sahara,Movie,Children & Family Movies,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",Happy,Happy,Netflix
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Movie,Stand-Up Comedy,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older â and perhaps even wiser â point of view.",neutral,Neutral,Netflix
Handsome: A Netflix Mystery Movie,Movie,Comedies,Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life.,disgust,Stressed,Netflix
Kazoops!,TV Show,Kids' TV,Music meets imagination in this inventive animated series about thinking outside the box and having fun.,joy,Happy,Netflix
Simplemente Manu NNa,Movie,Stand-Up Comedy,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.,Happy,Happy,Netflix
The Mars Generation,Movie,"Children & Family Movies, Documentaries","Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA's history and future.",neutral,Neutral,Netflix
Maria Bamford: Old Baby,Movie,Stand-Up Comedy,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.",Happy,Happy,Netflix
A Yellow Bird,Movie,"Dramas, Independent Movies, International Movies","In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard.",disgust,Stressed,Netflix
Chaahat,Movie,"Dramas, International Movies, Romantic Movies",A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.,Happy,Happy,Netflix
English Babu Desi Mem,Movie,"Comedies, Dramas, International Movies","After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.",joy,Happy,Netflix
He Even Has Your Eyes,Movie,"Comedies, International Movies","When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue.",anger,Stressed,Netflix
In the Shadow of Iris,Movie,"Dramas, International Movies, Thrillers","The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",fear,Anxious,Netflix
JFK: The Making of a President,Movie,Documentaries,"Explore how John F. Kennedy's worldview was influenced by his younger years, when he endured poor health, family tragedy and a demanding father.",Sad,Sad,Netflix
Kiss & Cry,Movie,"Dramas, International Movies, Romantic Movies","Faced with a rare form of throat cancer, teen figure skater Carley Allison finds strength in singing for an online audience in this biopic.",fear,Anxious,Netflix
Loev,Movie,"Dramas, Independent Movies, International Movies",Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal whoâs disenchanted with his boyfriend.,disgust,Stressed,Netflix
Mostly Sunny,Movie,"Documentaries, International Movies","Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star.",neutral,Neutral,Netflix
The Next Skin,Movie,"Dramas, International Movies","When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is.",sadness,Sad,Netflix
Casting JonBenet,Movie,Documentaries,Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.,neutral,Neutral,Netflix
Jumping Girl,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows","Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one.",neutral,Neutral,Netflix
President,TV Show,"International TV Shows, Korean TV Shows, TV Dramas","An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.",neutral,Neutral,Netflix
Rodney King,Movie,Dramas,Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.,disgust,Stressed,Netflix
Small Crimes,Movie,"Dramas, Thrillers","After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past.",sadness,Sad,Netflix
What in the World Happened?,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.,joy,Happy,Netflix
Mar de PlÃ¡stico,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In a town in southern Spain where racial tensions run high among the workers in its many greenhouses, a cop investigates the murder of a young woman.",disgust,Stressed,Netflix
Dear Zindagi,Movie,"Comedies, Dramas, International Movies",A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,neutral,Neutral,Netflix
Shepherds and Butchers,Movie,"Dramas, International Movies","When a young prison guard commits murder in South Africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.",disgust,Stressed,Netflix
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Movie,"Comedies, International Movies","In need of money, an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula.",neutral,Neutral,Netflix
Vir Das: Abroad Understanding,Movie,Stand-Up Comedy,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",neutral,Neutral,Netflix
Fangbone,TV Show,"Kids' TV, TV Comedies","Magically transported from far-off Skullbania, a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.",neutral,Neutral,Netflix
Girlboss,TV Show,TV Comedies,"Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.",Happy,Happy,Netflix
Hot Girls Wanted: Turned On,TV Show,Docuseries,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.",neutral,Neutral,Netflix
Sand Castle,Movie,"Action & Adventure, Dramas, Independent Movies","After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",fear,Anxious,Netflix
The Mr. Peabody and Sherman Show,TV Show,"Kids' TV, TV Comedies","Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience.",Happy,Happy,Netflix
Tramps,Movie,"Dramas, Independent Movies, Romantic Movies","Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.",fear,Anxious,Netflix
